id;name;meaning;gender;origin;PeoplesCount;WhenPeoplesCount;Source
29409;Aldin;Defender;Male;Anglo-Saxon;7000;04.07.2016 16:11:37;myData.biz
29410;Aldis;"&quot;Battle-seasoned.&quot; Variants include Aldith, Aldys, Ailith.";Female;English;3000;04.07.2016 16:11:45;myData.biz
29411;Aldis;From the old house;Female;English;3000;04.07.2016 16:11:51;myData.biz
29412;Aldis;From the old house;Male;English;3000;04.07.2016 16:11:59;myData.biz
29413;Aldn'd;Wise or red haired man;Male;English;1;04.07.2016 16:12:08;myData.biz
29414;Aldo;Archaic;Male;English;134000;04.07.2016 16:12:17;myData.biz
29415;Aldo;Old or wise;Male;German;134000;04.07.2016 16:12:23;myData.biz
29416;Aldo;old, wise;Male;German;134000;04.07.2016 16:12:31;myData.biz
29417;Aldo;rich;Male;Italian;134000;04.07.2016 16:12:39;myData.biz
29418;Aldona;Archaic;Female;German;4000;04.07.2016 16:12:49;myData.biz
29419;Aldona;Wise. Elder. Variant of Aldo.;Female;Spanish;4000;04.07.2016 16:12:55;myData.biz
29420;Aldonsa;Nice;Female;Spanish;107;04.07.2016 16:13:07;myData.biz
29421;Aldonza;Nice;Female;Spanish;544;04.07.2016 16:13:13;myData.biz
29422;Aldora;Noble;Female;English;907;04.07.2016 16:13:22;myData.biz
29423;Aldous;"&quot;Old&quot; or &quot;From the old house.&quot; Variant Aldus exists.";Male;English;3000;04.07.2016 16:13:30;myData.biz
29424;Aldous;From the old house;Male;English;3000;04.07.2016 16:13:35;myData.biz
29425;Aldred;old advisor;Male;Anglo;3000;04.07.2016 16:13:45;myData.biz
29426;Aldred;Old advisor;Male;Anglo-Saxon;3000;04.07.2016 16:13:51;myData.biz
29427;Aldred;Wise or red haired man;Male;English;3000;04.07.2016 16:13:59;myData.biz
29428;Aldric;Wise ruler;Male;English;1000;04.07.2016 16:14:11;myData.biz
29429;Aldrich;Old or wise ruler;Male;French;21000;04.07.2016 16:14:17;myData.biz
29430;Aldrich;Wise ruler;Male;English;21000;04.07.2016 16:14:23;myData.biz
29431;Aldrick;Old or wise ruler;Male;French;588;04.07.2016 16:14:34;myData.biz
29432;Aldrik;Noble friend;Male;German;153;04.07.2016 16:14:42;myData.biz
29433;Aldrik;Wise ruler;Male;English;153;04.07.2016 16:14:48;myData.biz
29434;Aldrin;old and wise ruler.;Male;English;14000;04.07.2016 16:14:57;myData.biz
29435;Aldtun;From the old manor;Male;English;0;04.07.2016 16:15:03;myData.biz
29436;Aldus;From the old house;Male;English;1000;04.07.2016 16:15:13;myData.biz
29437;Aldwin;Wise friend;Male;English;3000;04.07.2016 16:15:22;myData.biz
29438;Aldwine;Wise friend;Male;English;8;04.07.2016 16:15:28;myData.biz
29439;Aldwyn;Defender;Male;Anglo-Saxon;258;04.07.2016 16:15:38;myData.biz
29440;Aldwyn;Wise friend;Male;English;258;04.07.2016 16:15:44;myData.biz
29441;Aldys;From the old house;Female;English;213;04.07.2016 16:15:54;myData.biz
29442;Aleaha;;Female;Unknown;246;04.07.2016 16:16:03;myData.biz
29443;Alec;Defender of mankind. Variant of Alexander;Male;Scottish;62000;04.07.2016 16:16:09;myData.biz
29444;Alecia;Beautiful Queen.;Female;English;12000;04.07.2016 16:16:18;myData.biz
29445;Aleck;Defender of mankind. Variant of Alexander;Male;Scottish;3000;04.07.2016 16:16:26;myData.biz
29446;Aleda;Archaic;Female;German;1000;04.07.2016 16:16:33;myData.biz
29447;Aleda;Winged;Female;English;1000;04.07.2016 16:16:39;myData.biz
29448;Aleece;Of the nobility.;Female;Spanish;835;04.07.2016 16:16:50;myData.biz
29449;Aleen;Fair: good-looking. Feminine of Allen or variant of Helen.;Female;Celtic;3000;04.07.2016 16:16:57;myData.biz
29450;Aleena;Fair: good-looking. Feminine of Allen or variant of Helen.;Female;Celtic;6000;04.07.2016 16:17:05;myData.biz
29451;Aleeyah;the asender;Male;Hebrew;383;04.07.2016 16:17:13;myData.biz
29452;Aleeza;"&quot;Joy.&quot; Variants include Aleezah, Alieza, Aliezah, Aliza, Alizah, Alitza.";Female;Hebrew;1000;04.07.2016 16:17:21;myData.biz
29453;Aleeza;Joy. Joyful.;Female;Hebrew;1000;04.07.2016 16:17:27;myData.biz
29454;Aleezah;Joyous;Female;Hebrew;53;04.07.2016 16:17:38;myData.biz
29455;Alegria;Merry;Female;Spanish;31000;04.07.2016 16:17:45;myData.biz
29456;Aleiah;"""Flower, the love of the outside.. my granddaughter""";Female;African;131;04.07.2016 16:17:54;myData.biz
29457;Aleigha;To ascend.;Female;Hebrew;1000;04.07.2016 16:18:02;myData.biz
29458;Alejandra;Defender of mankind. Feminine of Alexander.;Female;Spanish;324000;04.07.2016 16:18:08;myData.biz
29459;Alejandrina;Defender of man;Female;Spanish;4000;04.07.2016 16:18:18;myData.biz
29460;Alejandro;Defends mankind. Spanish form of Alexander.;Male;Spanish;604000;04.07.2016 16:18:25;myData.biz
29461;Aleka;Variant of English Alice.;Female;Hawaiian;4000;04.07.2016 16:18:33;myData.biz
29462;Aleksander;defender of man BOHDAN, BOHDANKO, BOGDAN;Male;Ukrainian;45000;04.07.2016 16:18:41;myData.biz
29463;Aleksandra;defender of man ANETA, ANITA, ANICHKA;Female;Ukrainian;183000;04.07.2016 16:18:49;myData.biz
29464;Aleksandrya;Helper and defender of mankind.;Female;Greek;32;04.07.2016 16:18:57;myData.biz
29465;Aleksei;Defender of Mankind;Male;Russian;65000;04.07.2016 16:19:04;myData.biz
29466;Alemannus;myth name;Male;German;1;04.07.2016 16:19:11;myData.biz
29467;Alena;Fair: good-looking. Feminine of Allen or variant of Helen.;Female;Celtic;342000;04.07.2016 16:19:20;myData.biz
29468;Alene;Fair: good-looking. Feminine of Allen or variant of Helen.;Female;Celtic;14000;04.07.2016 16:19:28;myData.biz
29469;Aler;From the alder tree;Male;English;2000;04.07.2016 16:19:37;myData.biz
29470;Aleris;meaning unknown;Female;Greek;3000;04.07.2016 16:19:45;myData.biz
29471;Aleron;Knight;Male;French;583;04.07.2016 16:19:53;myData.biz
29472;Alesandese;Basque feminine form of Alesander (helper of man);Female;Basque;0;04.07.2016 16:19:59;myData.biz
29473;Alese;Beautiful soul.;Female;German;1000;04.07.2016 16:20:08;myData.biz
29474;Alesea;Full of life/Lighthearted;Female;English;637;04.07.2016 16:20:17;myData.biz
29475;Aleshanee;She plays all the time;Female;Indian;55;04.07.2016 16:20:31;myData.biz
29476;Alesia;"&quot;Help; helper; aid.&quot;";Female;Greek;12000;04.07.2016 16:20:32;myData.biz
29477;Alessandra;defender of man;Female;Italian;189000;04.07.2016 16:20:41;myData.biz
29478;Alessandra;Italian feminine form of Alexander (Protector of Mankind);Female;Italian;189000;04.07.2016 16:20:47;myData.biz
29479;Alessandro;Italian form of Alexander (defender of man);Male;Italian;387000;04.07.2016 16:20:57;myData.biz
29480;Alessia;;Female;Italian;76000;04.07.2016 16:21:04;myData.biz
29481;Aleta;"""footloose; winged."" Also a variant of Alethea, ""truth."" Variants include Alaida, Aletta, Alette, Alletta, Allette, Alida, Lettee, Lettie, Letty.";Female;Greek;5000;04.07.2016 16:21:14;myData.biz
29482;Aleta;Winged;Female;English;5000;04.07.2016 16:21:19;myData.biz
29483;Aleta;Winged;Female;Spanish;5000;04.07.2016 16:21:27;myData.biz
29484;Aletea;Honest;Female;Spanish;258;04.07.2016 16:21:38;myData.biz
29485;Alethea;"&quot;Honesty; truth.&quot; Variants include Alathia, Alecta, Aleethia, Aleta, Aletea, Aletha, Aletheia, Alethia, Aletta, Alette, Alithea, Alithia, Althaia.";Female;Greek;4000;04.07.2016 16:21:45;myData.biz
29486;Aletia;Honest;Female;Spanish;426;04.07.2016 16:21:54;myData.biz
29487;Aletta;winged;Female;Italian;4000;04.07.2016 16:22:01;myData.biz
29488;Alex;Abbreviation of Alexander. Defender of man.;Male;English;2000000;04.07.2016 16:22:13;myData.biz
29489;Alexa;"&quot;Defender of man.&quot;";Female;Hungarian;134000;04.07.2016 16:22:16;myData.biz
29490;Alexa;Helper: defender. Variation of Alexander.;Female;English;134000;04.07.2016 16:22:23;myData.biz
29491;Alexander;"""Protector of Mankind. Alternate Spellings: Xander, Xane, Zane.""";Male;Greek;2000000;04.07.2016 16:22:32;myData.biz
29492;Alexander;defender of man;Male;Greek;2000000;04.07.2016 16:22:39;myData.biz
29493;Alexandra;Defender of mankind. Feminine of Alexander.;Female;English;669000;04.07.2016 16:22:49;myData.biz
29494;Alexandra;"Feminine form of Alexander, &quot;defender of mankind.&quot; Some of its many variants include Alastrina, Alastriona, Alejanda, Alejandra, Alejandrina, Aleka, Aleki, Alesandare, Alesandere, Alessanda, Alessandra, Alessandre, Alessandrina, Alessandrine, Alessia, Alex, Alexa, Alexandere, Alexanderia, Alexanderina, Alexanderine, Alexandina, Alexandre, Alexandrea, Alexandreana, Alexandrena, Alexandrene, Alexandretta, Alexandria, Alexandrina, Alexandrine, Alexea, Alexena, Alexene, Alexia, Alexina, Alexine, Alexis, Ali, Aliki, Alissandre, Alissandrine, Alista, Alix, Alla, Allejandra, Allejandrina, Allessa, Allessandra, Alle, Allexa, Allexandra, Allexandrina, Allexina, Allexine, Alli, Allie, Allix, Ally, Anda, Cesya, Elena, Ellena, Lesy, Lesya, Lexi, Lexie, Lexine, Lissandre, Lissandrine, Olesia, Sanda, Sande, Sandi, Sandie, Sandra, Sandrina, Sandrine, Sandy, Sandye, Sanndra, Sasha, Sashenka, Shura, Shurochka, Sohndra, Sondra, Xandra, Zahndra, Zanda, Zanndra, Zohndra, Zondra.";Female;Greek;669000;04.07.2016 16:22:55;myData.biz
29495;Alexandre;French form of Alexander;Male;French;292000;04.07.2016 16:23:06;myData.biz
29496;Alexandre;French form of Alexander (defends mankind);Male;French;292000;04.07.2016 16:23:11;myData.biz
29497;Alexandre;Nephew of King Mark;Male;Arthurian Legend;292000;04.07.2016 16:23:19;myData.biz
29498;Alexandre;nephew of King Mark (twelfth century);Male;Arthurian;292000;04.07.2016 16:23:27;myData.biz
29499;Alexandrea;Defender of mankind. Feminine of Alexander.;Female;English;4000;04.07.2016 16:23:37;myData.biz
29500;Alexandreina;man's defender;Female;Romanian;6;04.07.2016 16:23:45;myData.biz
29501;Alexandria;Defender of mankind. Feminine of Alexander.;Female;English;307000;04.07.2016 16:23:52;myData.biz
29502;Alexandrina;Defender of mankind. Feminine of Alexander.;Female;English;7000;04.07.2016 16:24:00;myData.biz
29503;Alexandrine;Feminine form Alexandre;Female;French;2000;04.07.2016 16:24:09;myData.biz
29504;Alexandrine;"feminine form of Alexandre, the French form of Greek Alexander, meaning &quot;defender of mankind.&quot;";Female;French;2000;04.07.2016 16:24:15;myData.biz
29505;Alexandru;defender of mankind;Male;Romanian;104000;04.07.2016 16:24:25;myData.biz
29506;Alexavier;Protector of the New House.;Male;American;281;04.07.2016 16:24:33;myData.biz
29507;Alexi;Helper: defender. Variation of Alexander.;Female;English;15000;04.07.2016 16:24:41;myData.biz
29508;Alexia;Helper: defender. Variation of Alexander.;Female;English;64000;04.07.2016 16:24:48;myData.biz
29509;Alexina;Helper: defender. Variation of Alexander.;Female;English;2000;04.07.2016 16:24:56;myData.biz
29510;Alexine;Helper: defender. Variation of Alexander.;Female;English;710;04.07.2016 16:25:05;myData.biz
29511;Alexis;"&quot;Helper.&quot; Used as a short form of Alexandra, though it has a different root. Variants include Alessa, Alessi, Alexa, Alexi, Alexia, Lexi, Lexie, Lexy.";Female;Greek;353000;04.07.2016 16:25:12;myData.biz
29512;Alexis;Feminine form Alexandre;Female;French;353000;04.07.2016 16:25:19;myData.biz
29513;Alexis;Helper: defender. Variation of Alexander.;Female;English;353000;04.07.2016 16:25:27;myData.biz
29514;Alexondra;Defender of man.;Female;Latin;49;04.07.2016 16:25:39;myData.biz
29515;Alexys;"""Variant of Alexus, Alexx, Alexxa, Alexandra, Alexxis, Alexis, Alexya, Alexyea, Alexyia, Alexys, Alexyss: Protector of mankind""";Female;Greek;2000;04.07.2016 16:25:45;myData.biz
29516;Aleyece;Variant of Alice. Cheerful.;Female;Unknown;1;04.07.2016 16:25:51;myData.biz
29517;Aleyn;a Fisher king;Male;Arthurian;394;04.07.2016 16:26:03;myData.biz
29518;Aleyn;A Fisher king;Male;Arthurian Legend;394;04.07.2016 16:26:08;myData.biz
29519;Al-Fadee;the redeemer;Male;Arabian;1;04.07.2016 16:26:16;myData.biz
29520;Al-Fahl;the stallion;Male;Arabian;6;04.07.2016 16:26:25;myData.biz
29521;Alfie;"""Variant of Ealdfrith, Alfred or Alfrid. Wise. Old peace.Handsome.""";Male;English;19000;04.07.2016 16:26:33;myData.biz
29522;Alfonsa;Feminine form of Alfonso noble;Female;Spanish;708;04.07.2016 16:26:40;myData.biz
29523;Alfonsine;"Feminine form of Alfonso, &quot;noble and ready for battle.&quot; Variants include Alfonsia, Alonza, Alphonsine.";Female;German;225;04.07.2016 16:26:50;myData.biz
29524;Alfonsine;Noble;Female;German;225;04.07.2016 16:26:56;myData.biz
29525;Alfonso;Ready;Male;German;212000;04.07.2016 16:27:05;myData.biz
29526;Alfonso;Spanish form of Alphonse. Eager for war.;Male;Spanish;212000;04.07.2016 16:27:11;myData.biz
29527;Alford;From the old ford;Male;English;19000;04.07.2016 16:27:21;myData.biz
29528;Alfred;name of a king;Male;Anglo;204000;04.07.2016 16:27:29;myData.biz
29529;Alfred;Name of a king;Male;Anglo-Saxon;204000;04.07.2016 16:27:35;myData.biz
29530;Alfred;Sage;Male;English;204000;04.07.2016 16:27:43;myData.biz
29531;Alfreda;Feminine form of Alfredo counsels the elves;Female;Spanish;4000;04.07.2016 16:27:54;myData.biz
29532;Alfreda;Feminine of Alfred.;Female;German;4000;04.07.2016 16:27:59;myData.biz
29533;Alfredo;Italian form of Alfred (counselor of the elves);Male;Italian;196000;04.07.2016 16:28:08;myData.biz
29534;Alfredo;Sage;Male;English;196000;04.07.2016 16:28:15;myData.biz
29535;Alfredo;Spanish form of Alfred - counsels the elves;Male;Spanish;196000;04.07.2016 16:28:23;myData.biz
29536;Alfrid;Sage;Male;English;221;04.07.2016 16:28:33;myData.biz
29537;Alfrida;Elf counselor;Female;English;612;04.07.2016 16:28:41;myData.biz
29538;Algar;Noble spearman;Male;Anglo-Saxon;8000;04.07.2016 16:28:49;myData.biz
29539;Alger;noble spearman;Male;Anglo;63000;04.07.2016 16:28:56;myData.biz
29540;Alger;Noble spearman;Male;Anglo-Saxon;63000;04.07.2016 16:29:03;myData.biz
29541;Alger;Noble spearman;Male;German;63000;04.07.2016 16:29:11;myData.biz
29542;Algernon;Bearded;Male;French;1000;04.07.2016 16:29:21;myData.biz
29543;Algoma;Valley of flowers;Female;Native American;3000;04.07.2016 16:29:30;myData.biz
29544;Algrenon;Bearded;Male;French;9;04.07.2016 16:29:39;myData.biz
29545;Al-Hadiye;the gift;Male;Arabian;0;04.07.2016 16:29:43;myData.biz
29546;Alhan;Pale;Male;Irish;5000;04.07.2016 16:29:54;myData.biz
29547;Alhana;Beautiful dear child (same as Alana);Female;Irish;280;04.07.2016 16:30:01;myData.biz
29548;Alhena;"""The rings, (a star in the constillation Gemini)""";Female;Arabic;332;04.07.2016 16:30:10;myData.biz
29549;Alhena;"a ring; also a star in the constellation Gemini";Female;Arabic;332;04.07.2016 16:30:15;myData.biz
29550;Alhertina;Noble;Female;Spanish;14;04.07.2016 16:30:26;myData.biz
29551;Alhertine;Feminine form of Albert;Female;French;3;04.07.2016 16:30:33;myData.biz
29552;Alhhard;Brave;Male;English;0;04.07.2016 16:30:39;myData.biz
29553;Alhmanic;Divine;Male;German;8;04.07.2016 16:30:53;myData.biz
29554;Alhraed;Divine counselor;Female;English;0;04.07.2016 16:30:55;myData.biz
29555;Alhric;Sacred ruler;Male;English;5;04.07.2016 16:31:06;myData.biz
29556;Alhrick;Sacred ruler;Male;English;3;04.07.2016 16:31:12;myData.biz
29557;Alhrik;Sacred ruler;Male;English;3;04.07.2016 16:31:20;myData.biz
29558;Alhsom;Sacred fame;Male;German;7;04.07.2016 16:31:29;myData.biz
29559;Alhwin;Noble friend;Male;German;5;04.07.2016 16:31:36;myData.biz
29560;Ali;Lion of God: Greatest. A variant of Allah - the Supreme Being in the Muslim faith.;Female;Arabic;4000000;04.07.2016 16:31:44;myData.biz
29561;Ali;"Swahili and Muslim name meaning &quot;noble, exalted.&quot;";Male;African;4000000;04.07.2016 16:31:51;myData.biz
29562;Ali;"the highest; the greatest; noble";Male;Arabic;4000000;04.07.2016 16:31:59;myData.biz
29563;Alia;Princess of the academics.;Female;Unknown;73000;04.07.2016 16:32:10;myData.biz
29564;Alice;Noble;Female;Celtic;0;04.07.2016 16:32:15;myData.biz
29565;Alice;Of the nobility. Variant of the old French Adeliz which is a form of Adelaide.;Female;English;0;04.07.2016 16:32:23;myData.biz
29566;Alice;"Old German name meaning ""noble; nobility."" Variants include Adelice, Aili, Ailis, Ailse, Ala, Aleceea, Alecia, Aleetheea, Aleethia, Ali, Alica, Alicah, Alicea, Alicen, Alicia, Alidee, Alie, Alika, Alikah, Aliki, Alis, Alisa, Alisah, Alisann, Alisanne, Alisha, Alison, Alissa, Alisz, Alitheea, Alitia, Aliz, Alla, Allecia, Alleece, Alleeceea, Alles, Alless, Alli, Allice, Allicea, Allie, Allis, Allison, Allissa, Allisun, Allisunne, Allsun, Ally, Allyce, Allyceea, Allys, Allyse, Allysia, Allysiah, Allyson, Allyssa, Allysson, Alyce, Alyceea, Alys, Alyse, Alysia, Alyson, Alyss, Alyssa, Elissa, Elli, Ellie, Ellissa, Ellsa, Elsa, Illyssa, Ilysa, Ilysah, Ilyssa, Ilysse, Leece, Leese, Licha, Lichah, Lissa, Lyssa.";Female;German;0;04.07.2016 16:32:31;myData.biz
29567;Alice;Sweet;Female;German;0;04.07.2016 16:32:39;myData.biz
29568;Aliceson;Son of All;Male;English;149;04.07.2016 16:32:50;myData.biz
29569;Alicia;honest;Female;Greek;281000;04.07.2016 16:32:57;myData.biz
29570;Alicia;Spanish form of Alice honest;Female;Spanish;281000;04.07.2016 16:33:03;myData.biz
29571;Alicia;Sweet;Female;German;281000;04.07.2016 16:33:11;myData.biz
29572;Alicyn;Alternate Spelling: Allison.;Female;Unknown;425;04.07.2016 16:33:21;myData.biz
29573;Alida;"&quot;Small winged one.&quot; Variants include Adela, Adelina, Adelita, Adellyna, Adellyta, Adelyna, Adelyta, Alaida, Alda, Aldina, Aldine, Aldona, Aldonna, Aldyne, Aleda, Aleta, Aletta, Alette, Alidah, Alidia, Alita, Allda, Alldina, Alldine, Alldona, Alldonna, Alldyne, Alleda, Allida, Allidah, Allidia, Allidiah, Allyda, Allydah, Alyda, Alydah, Allidia, Allidiah, Allyda, Allydah, Alyda, Alydah, Dela, Della, Dila, Dilla, Elida, Elita, Leda, Ledah, Lida, Lidah, Lita, Lyda, Lydah, Oleda, Oleta, Oletta, Olette. ALMA";Female;Latin;13000;04.07.2016 16:33:29;myData.biz
29574;Alida;Archaic;Female;German;13000;04.07.2016 16:33:35;myData.biz
29575;Alieah;;Female;Unknown;37;04.07.2016 16:33:46;myData.biz
29576;Aliikai;queen of the sea;Female;Hawaiian;10;04.07.2016 16:33:53;myData.biz
29577;Alijha;Follower of Christ;Male;American;40;04.07.2016 16:34:00;myData.biz
29578;Alim;wise or learned;Male;Arabic;78000;04.07.2016 16:34:08;myData.biz
29579;Alima;"&quot;Cultured; wise; knows dance and music.&quot; Variant Alimah exists.";Female;Arabic;9000;04.07.2016 16:34:17;myData.biz
29580;Alima;Knows dance and music: sea maiden.;Female;Arabic;9000;04.07.2016 16:34:23;myData.biz
29581;Alin;"rock; comely";Male;Romanian;41000;04.07.2016 16:34:33;myData.biz
29582;Alina;Beautiful;Female;Irish;566000;04.07.2016 16:34:40;myData.biz
29583;Alina;Fair;Female;Celtic;566000;04.07.2016 16:34:47;myData.biz
29584;Alina;"Variant of Greek Helen, &quot;Light.&quot;Variants include Aleen, Aleena, Alena, Alenah, Alene, Aline, Alleen, Allena, Allene, Alline, Allyna, Allynah, Allyne, Alyna, Alynah, Alyne, Leena, Leenah, Lena, Lenah, Lina, Linah, Lyna, Lynah.";Female;Slavic;566000;04.07.2016 16:34:55;myData.biz
29585;Aline;Fair: good-looking. Feminine of Allen or variant of Helen.;Female;Celtic;196000;04.07.2016 16:35:04;myData.biz
29586;Alinn;Variant of Linn.;Female;American;478;04.07.2016 16:35:13;myData.biz
29587;Alis;Brother of Cliges;Male;Arthurian Legend;29000;04.07.2016 16:35:20;myData.biz
29588;Alis;brother of Cliges (twelfth century);Male;Arthurian;29000;04.07.2016 16:35:27;myData.biz
29589;Alisa;"&quot;Great happiness.&quot; Variants include Alisah, Alissa, Alissah, Aliza, Allisa, Allisah, Allissa, Allissah, Allysa, Allysah, Alyssa, Alyssah.";Female;Hebrew;185000;04.07.2016 16:35:36;myData.biz
